tamanho,banheiros,quartos,preco
0.444,0.4,0.6667,0.27583
0.388,0.8,0.8333,0.249039
0.504,1.0,0.1667,0.281173
0.316,0.8,0.6667,0.194169
0.728,0.2,0.1667,0.360874
0.532,0.8,0.8333,0.301231
0.676,0.6,0.5,0.377834
0.216,0.4,0.5,0.150738
0.552,1.0,0.5,0.315326
0.972,1.0,0.6667,0.550412
0.892,1.0,0.3333,0.488884
0.788,0.2,0.8333,0.453961
0.136,0.2,0.1667,0.068488
0.88,0.6,0.5,0.458302
0.96,1.0,0.3333,0.531768
0.22,0.4,0.1667,0.132399
0.428,0.2,0.1667,0.205992
0.628,0.6,0.6667,0.374638
0.976,0.8,0.8333,0.549045
0.608,0.8,0.3333,0.363644
0.344,0.6,0.5,0.208561
0.768,0.2,0.6667,0.396676
0.436,0.6,0.6667,0.260937
0.3,0.4,0.6667,0.175338
0.648,0.6,0.3333,0.338579
0.856,0.2,0.8333,0.495194
0.584,1.0,0.3333,0.327431
0.576,0.8,1.0,0.357142
0.664,1.0,0.3333,0.348556
0.24,1.0,1.0,0.212245
0.812,0.2,0.8333,0.466106
1.0,0.8,0.6667,0.525071
0.868,0.8,0.1667,0.451557
0.936,0.4,1.0,0.539481
0.712,0.8,0.8333,0.39989
0.916,0.4,1.0,0.514599
0.232,1.0,0.1667,0.125128
0.156,1.0,0.1667,0.094564
0.884,0.6,0.5,0.4599
0.552,0.8,1.0,0.363493
0.612,0.6,0.6667,0.362483
0.692,1.0,0.8333,0.39838
0.208,1.0,0.8333,0.188029
0.768,0.2,0.8333,0.40596
0.748,0.2,0.5,0.417994
0.344,0.4,0.3333,0.202523
0.508,0.8,0.8333,0.327105
0.208,0.4,1.0,0.166631
1.0,0.8,0.1667,0.538124
0.832,1.0,1.0,0.472039
0.14,1.0,0.3333,0.124444
0.656,0.2,0.5,0.339639
0.912,1.0,0.6667,0.517189
0.896,1.0,0.1667,0.503123
0.524,0.2,0.3333,0.263055
0.86,0.4,0.6667,0.493443
0.344,0.8,0.1667,0.192722
1.0,0.2,0.6667,0.554446
0.368,0.4,0.3333,0.202361
0.912,1.0,0.8333,0.532372
0.64,0.4,0.3333,0.341678
0.68,1.0,0.1667,0.393069
0.368,1.0,0.8333,0.24893
0.42,0.4,0.5,0.231442
0.128,1.0,0.1667,0.114527
0.72,0.4,0.3333,0.395739
0.332,0.6,0.5,0.215186
0.532,1.0,0.8333,0.310055
0.576,0.8,0.3333,0.345095
0.404,1.0,0.6667,0.260331
0.8,0.4,0.5,0.423029
0.724,0.8,0.1667,0.400994
0.348,1.0,0.6667,0.229293
0.624,0.6,0.3333,0.355923
0.352,0.8,0.1667,0.212355
0.656,0.4,0.6667,0.351067
0.836,0.8,0.3333,0.459356
0.548,1.0,0.6667,0.344418
0.904,0.6,0.1667,0.498177
0.352,0.8,0.6667,0.206177
0.576,0.4,0.1667,0.322335
0.752,0.6,0.3333,0.405612
0.348,0.2,0.5,0.197819
0.572,1.0,0.8333,0.345529
0.5,0.8,1.0,0.29236
0.816,1.0,0.1667,0.459419
0.184,1.0,0.8333,0.136645
0.7,0.2,0.5,0.35628
0.844,0.8,0.1667,0.432851
0.616,0.2,0.8333,0.35273
0.504,0.8,0.3333,0.28786
0.64,0.8,0.8333,0.366522
0.312,0.2,0.1667,0.153997
0.86,1.0,1.0,0.505783
0.372,1.0,0.6667,0.264134
0.924,0.6,0.3333,0.489681
0.984,0.8,0.5,0.512117
0.272,0.2,0.1667,0.13943
0.6,0.2,0.5,0.339952
0.56,0.8,0.3333,0.314134
0.92,0.2,0.1667,0.458897
0.232,0.4,0.5,0.158242
0.284,0.4,0.6667,0.191459
0.188,0.4,1.0,0.12603
0.656,0.2,0.6667,0.356926
0.356,0.2,0.8333,0.216502
0.828,0.2,0.6667,0.424394
0.296,0.8,1.0,0.237576
0.812,0.6,0.6667,0.461911
0.46,0.6,0.6667,0.270338
0.48,0.2,0.3333,0.255412
0.676,0.8,0.8333,0.413813
0.12,1.0,0.6667,0.117557
0.22,0.8,1.0,0.192334
0.448,0.2,0.6667,0.262493
0.12,0.4,0.5,0.076188
0.444,0.6,0.3333,0.236888
0.68,0.4,1.0,0.390792
0.528,0.4,0.1667,0.259236
0.496,1.0,0.1667,0.268704
0.636,0.8,0.1667,0.332591
0.276,1.0,0.5,0.166931
0.96,0.2,0.8333,0.506142
0.628,0.6,0.8333,0.375198
0.676,0.2,0.6667,0.361903
0.292,0.2,0.3333,0.169235
0.216,0.8,0.1667,0.132683
0.292,0.4,0.1667,0.144929
0.9,0.6,0.8333,0.523455
0.348,0.2,0.1667,0.171753
0.964,0.8,1.0,0.562562
0.364,1.0,0.3333,0.198245
0.62,0.4,0.8333,0.358283
0.576,0.6,0.5,0.307422
0.32,0.8,0.6667,0.218956
0.352,0.4,0.3333,0.184052
0.592,0.2,1.0,0.364056
0.788,0.6,0.5,0.432061
0.6,0.2,0.8333,0.354764
0.528,0.8,1.0,0.304983
0.96,0.6,1.0,0.547493
0.424,0.6,0.6667,0.246582
0.9,0.2,0.6667,0.467766
0.452,1.0,0.5,0.251045
0.808,1.0,0.1667,0.44753
0.54,0.4,0.1667,0.27228
0.188,0.2,0.8333,0.159881
0.524,0.6,1.0,0.314791
0.372,0.2,0.3333,0.219422
0.472,0.2,0.8333,0.290117
0.256,1.0,0.3333,0.181781
0.244,0.2,0.8333,0.170701
0.708,0.8,0.1667,0.386064
0.808,0.6,1.0,0.452462
0.656,0.6,0.3333,0.36472
0.412,1.0,0.3333,0.241568
0.96,0.4,0.3333,0.52488
0.512,0.8,0.6667,0.328134
0.452,0.4,0.6667,0.268289
0.464,1.0,0.8333,0.319388
0.512,1.0,1.0,0.348959
0.284,0.4,0.3333,0.165336
0.456,0.4,0.5,0.259003
0.848,0.8,0.8333,0.502856
0.9,0.6,0.3333,0.498076
0.812,0.2,0.6667,0.447904
0.436,0.2,0.3333,0.245395
0.296,0.8,0.6667,0.201977
0.488,0.6,0.8333,0.292496
0.144,0.4,0.6667,0.119665
0.456,0.6,0.3333,0.260777
0.248,0.6,0.8333,0.156212
0.52,1.0,1.0,0.31548
0.152,0.4,0.5,0.097329
0.912,0.6,0.3333,0.466199
0.28,0.6,0.5,0.179327
0.776,1.0,0.8333,0.440119
0.42,0.4,1.0,0.281361
0.184,0.2,0.8333,0.146904
0.82,0.8,0.5,0.459291
0.836,1.0,0.3333,0.460897
0.232,0.6,1.0,0.198233
0.844,0.2,0.8333,0.467273
0.44,0.8,0.8333,0.274066
0.58,0.6,0.1667,0.321315
0.392,0.6,0.3333,0.247881
0.904,0.2,0.6667,0.468261
0.492,0.2,0.8333,0.306134
0.232,0.6,0.8333,0.165497
0.204,0.2,0.8333,0.136718
0.216,0.8,0.8333,0.162011
0.696,0.8,0.3333,0.363125
0.644,0.6,0.5,0.366193
0.832,0.8,0.5,0.451139
0.9,0.4,0.1667,0.468557
0.156,0.2,0.8333,0.112363
0.396,0.8,0.6667,0.261157
0.704,0.2,0.3333,0.369453
0.172,0.8,0.8333,0.14228
0.96,0.6,0.5,0.540162
0.936,0.4,0.6667,0.499659
0.332,0.4,0.3333,0.189582
0.312,0.8,0.1667,0.19674
0.568,0.4,0.1667,0.29025
0.344,0.2,0.3333,0.213535
0.184,0.6,1.0,0.1586
0.188,1.0,0.1667,0.142653
0.52,1.0,0.8333,0.316998
0.772,0.4,0.3333,0.386896
0.62,0.4,0.1667,0.314576
0.24,0.2,1.0,0.1546
0.58,0.6,0.1667,0.313434
0.748,0.4,0.6667,0.409479
0.516,0.6,1.0,0.298311
0.516,0.2,0.1667,0.294046
0.652,0.8,0.3333,0.377315
0.164,1.0,1.0,0.137426
0.324,0.4,0.8333,0.203347
0.24,0.4,0.1667,0.124397
0.356,0.8,0.1667,0.219026
0.62,0.6,0.1667,0.355801
0.676,1.0,0.1667,0.394938
0.12,0.2,0.8333,0.105014
0.292,0.4,0.8333,0.187202
0.372,0.4,0.8333,0.228621
0.168,0.4,1.0,0.115299
0.884,0.4,0.6667,0.468387
0.196,0.2,0.5,0.137937
0.708,0.6,0.8333,0.429453
0.336,0.6,0.5,0.222853
0.324,0.2,0.8333,0.181771
0.492,0.8,0.6667,0.283393
0.232,0.8,0.3333,0.139515
0.772,0.2,0.8333,0.428656
0.9,1.0,0.1667,0.460716
0.756,1.0,0.6667,0.456915
0.448,1.0,0.5,0.263823
0.724,0.2,0.5,0.367683
0.356,0.8,0.1667,0.227958
0.292,0.8,1.0,0.194259
0.58,0.4,0.8333,0.322466
0.892,0.4,1.0,0.521517
0.672,1.0,1.0,0.403809
0.408,0.4,0.6667,0.263113
0.596,0.6,0.5,0.335836
0.712,0.8,0.8333,0.411104
0.964,0.4,1.0,0.545446
0.628,0.6,1.0,0.377121
0.524,1.0,0.3333,0.280678
0.716,0.6,1.0,0.412862
0.308,0.2,0.3333,0.158214
0.912,0.6,0.3333,0.489708
0.772,0.8,0.3333,0.421461
0.668,0.8,0.3333,0.351442
0.408,0.4,0.5,0.246391
0.192,0.8,0.3333,0.111372
0.384,0.8,1.0,0.260887
0.184,1.0,0.5,0.123934
0.66,0.6,1.0,0.39218
0.512,1.0,1.0,0.346968
0.248,0.4,0.3333,0.130795
0.252,0.8,0.5,0.1461
0.76,0.4,0.8333,0.440196
0.624,0.8,0.8333,0.390002
0.38,0.4,0.5,0.226433
0.168,0.6,0.8333,0.132443
0.932,0.6,0.3333,0.509732
0.628,0.6,1.0,0.358218
0.82,1.0,1.0,0.498283
0.188,0.4,0.6667,0.158607
0.512,0.2,0.5,0.303017
0.38,1.0,0.3333,0.209873
0.668,0.6,0.3333,0.376067
0.412,0.8,0.5,0.22772
0.996,0.2,0.1667,0.508166
0.5,0.8,1.0,0.297949
0.776,0.2,0.3333,0.398736
0.172,0.4,0.1667,0.120025
0.16,0.8,0.3333,0.126928
0.56,0.2,0.6667,0.337072
0.964,1.0,0.8333,0.563148
0.348,1.0,0.3333,0.230381
0.324,0.4,0.3333,0.207902
0.288,0.6,0.1667,0.174938
0.852,0.8,0.1667,0.441525
0.576,0.6,0.3333,0.314902
0.424,0.6,0.6667,0.235812
0.12,0.8,1.0,0.146038
0.82,0.8,0.8333,0.485409
0.652,0.4,1.0,0.359154
0.78,0.4,0.6667,0.416177
0.192,0.8,0.6667,0.134525
0.356,0.8,0.8333,0.233981
0.984,0.8,0.8333,0.557489
0.576,0.4,0.1667,0.281578
1.0,0.6,0.3333,0.553547
0.408,0.8,0.8333,0.252657
0.312,0.4,0.3333,0.171724
0.908,0.6,0.8333,0.529698
0.364,0.2,0.5,0.192728
0.916,0.6,0.1667,0.463305
0.984,0.8,0.5,0.554392
0.168,0.6,0.1667,0.116752
0.928,0.8,1.0,0.51737
0.376,0.4,0.6667,0.205592
0.848,1.0,0.1667,0.437945
0.7,0.2,0.1667,0.337952
0.248,0.4,0.1667,0.144503
0.612,0.2,0.1667,0.328324
0.14,0.8,0.1667,0.098531
0.848,0.6,1.0,0.490513
0.476,0.6,0.5,0.288357
0.428,1.0,0.1667,0.230437
0.468,0.6,0.8333,0.274018
0.924,0.8,0.8333,0.517688
0.244,0.4,0.1667,0.1377
0.132,0.2,0.8333,0.104928
0.536,0.8,0.8333,0.308039
0.204,1.0,0.6667,0.170193
0.452,1.0,0.6667,0.283583
0.728,0.4,1.0,0.431038
0.944,0.6,0.1667,0.485694
0.664,0.6,1.0,0.395385
0.528,0.2,0.3333,0.293404
0.964,0.4,1.0,0.545548
0.448,0.4,0.6667,0.260596
0.4,1.0,0.8333,0.264352
0.152,0.2,0.3333,0.073633
0.124,1.0,1.0,0.14574
0.764,0.8,0.3333,0.403844
0.976,0.4,0.6667,0.539747
0.652,0.8,0.3333,0.383796
0.44,1.0,0.8333,0.270443
0.636,0.2,0.3333,0.328067
0.932,0.6,0.6667,0.501219
0.824,0.4,0.1667,0.437093
0.552,0.8,0.5,0.326084
0.352,0.6,0.3333,0.209922
0.96,0.2,0.6667,0.538701
0.544,0.4,1.0,0.32118
0.624,0.4,0.3333,0.328794
0.636,0.8,1.0,0.373433
0.484,0.6,1.0,0.27878
0.388,0.2,1.0,0.248474
0.988,0.6,0.1667,0.52694
0.308,1.0,0.8333,0.19333
0.812,1.0,1.0,0.477588
0.86,1.0,0.1667,0.483583
0.384,0.2,0.3333,0.213244
0.908,1.0,0.6667,0.526512
0.216,1.0,0.8333,0.186984
0.904,1.0,0.6667,0.527043
0.2,0.6,0.6667,0.156
0.604,1.0,0.5,0.366735
0.996,0.8,0.3333,0.524528
0.716,0.2,0.3333,0.394149
0.988,0.8,0.3333,0.514899
0.376,0.2,0.1667,0.202668
0.912,0.6,0.3333,0.474858
0.372,0.4,0.1667,0.22477
0.876,0.6,0.6667,0.484432
0.796,0.2,0.6667,0.427763
0.568,0.2,0.1667,0.292037
0.32,1.0,0.1667,0.21353
0.936,0.4,0.6667,0.493643
0.948,0.8,0.3333,0.510228
0.66,0.4,0.8333,0.376385
0.244,0.6,0.1667,0.158397
0.896,1.0,0.6667,0.479795
0.492,0.2,0.6667,0.289882
0.212,0.8,0.1667,0.14682
0.248,0.4,0.6667,0.143716
0.156,0.6,0.6667,0.102546
0.648,0.8,0.1667,0.337944
0.324,0.2,0.8333,0.184139
0.932,0.4,0.5,0.51164
0.136,1.0,0.5,0.130671
0.444,0.4,0.1667,0.23547
0.208,0.2,0.6667,0.147246
0.156,0.2,0.5,0.090603
0.624,0.2,0.5,0.345183
0.604,0.4,0.5,0.325579
0.832,0.2,0.1667,0.448456
0.556,0.4,1.0,0.328941
0.672,1.0,0.8333,0.40358
0.144,0.4,0.8333,0.106965
0.544,0.8,1.0,0.327277
0.636,0.6,0.5,0.367758
0.644,0.8,0.6667,0.363685
0.944,0.8,1.0,0.559903
0.952,0.6,0.6667,0.504637
0.812,0.6,0.1667,0.418159
0.72,1.0,0.6667,0.409891
0.784,0.4,0.3333,0.410774
0.688,1.0,0.1667,0.367841
0.924,0.6,1.0,0.506427
0.844,0.4,0.3333,0.437073
0.248,1.0,0.1667,0.143521
0.224,0.4,1.0,0.16559
0.716,0.2,0.8333,0.424789
0.352,0.4,0.6667,0.226532
0.408,0.2,0.6667,0.222939
0.156,0.6,0.8333,0.122977
0.324,0.2,0.1667,0.184393
0.404,0.2,0.6667,0.229372
0.772,0.6,0.1667,0.429098
0.304,1.0,0.3333,0.169894
0.276,1.0,0.1667,0.152819
0.88,0.2,1.0,0.507894
0.552,0.4,0.8333,0.306125
0.18,1.0,1.0,0.162821
0.164,0.2,1.0,0.125137
0.936,1.0,1.0,0.522555
0.576,0.8,0.5,0.32967
0.752,0.8,0.1667,0.422521
0.732,1.0,1.0,0.411004
0.384,0.6,0.1667,0.214821
0.516,0.4,0.6667,0.319445
0.348,0.6,0.1667,0.192071
0.604,0.2,0.5,0.342164
0.944,0.2,0.8333,0.501293
0.788,0.8,0.5,0.43031
0.4,0.8,0.3333,0.225533
0.212,0.8,1.0,0.186263
0.304,0.2,1.0,0.208678
0.98,0.4,0.6667,0.544374
0.9,0.4,0.1667,0.446759
0.876,0.2,0.1667,0.444414
0.868,0.2,0.3333,0.458352
0.884,0.4,0.5,0.452506
0.852,0.6,0.8333,0.494528
0.176,0.4,0.6667,0.138147
0.14,1.0,0.6667,0.141014
0.54,0.4,0.3333,0.273867
0.22,0.2,0.8333,0.176521
0.62,0.4,0.5,0.342603
0.356,0.8,0.3333,0.221821
0.836,0.8,0.8333,0.498264
0.88,1.0,1.0,0.513041
0.644,0.6,0.3333,0.354465
0.272,0.8,0.6667,0.201511
0.372,0.8,0.5,0.242018
0.12,0.4,0.3333,0.078952
0.136,0.4,0.6667,0.12799
0.2,0.4,0.8333,0.163545
0.16,0.6,0.1667,0.084364
0.668,1.0,0.6667,0.371758
0.604,0.4,0.5,0.3415
0.18,0.8,0.1667,0.142043
0.86,0.6,0.3333,0.461993
0.188,0.6,0.1667,0.113267
0.692,0.6,0.8333,0.410427
0.548,0.4,0.5,0.321271
0.448,0.2,0.3333,0.221851
0.412,0.2,0.8333,0.268085
0.272,0.4,0.8333,0.16594
0.428,1.0,0.5,0.274043
0.988,0.6,1.0,0.557068
0.472,0.4,0.6667,0.265227
0.384,0.6,0.8333,0.224642
0.752,0.8,0.8333,0.424442
0.804,0.4,0.3333,0.451178
0.848,0.6,0.5,0.467204
0.312,0.8,0.8333,0.194033
0.9,0.8,0.1667,0.452656
0.656,0.6,0.1667,0.345741
0.54,0.4,0.8333,0.31069
0.944,0.8,0.5,0.515597
0.692,0.8,0.8333,0.39018
0.324,0.6,0.1667,0.170688
0.696,0.6,0.8333,0.417087
0.496,0.6,0.1667,0.282975
0.156,0.6,0.1667,0.102831
0.792,1.0,0.8333,0.462872
0.208,0.6,0.1667,0.106441
0.6,0.2,0.8333,0.319328
0.288,0.4,0.8333,0.190861
0.16,1.0,1.0,0.13345
0.96,0.4,0.8333,0.5232
0.572,0.2,0.1667,0.320227
0.844,0.4,0.1667,0.442453
0.288,1.0,0.8333,0.185764
0.604,0.2,1.0,0.349996
0.62,0.8,0.3333,0.362667
0.752,1.0,0.5,0.401635
0.964,0.6,0.3333,0.493258
0.88,0.2,0.1667,0.457572
0.196,0.6,0.8333,0.14604
0.784,0.6,0.5,0.44601
0.976,0.6,0.6667,0.525965
0.212,0.6,0.1667,0.110309
0.148,0.6,1.0,0.120445
0.724,0.4,1.0,0.402892
0.212,0.2,0.8333,0.173091
0.376,0.4,0.5,0.196459
0.132,0.4,0.6667,0.085264
0.928,0.4,0.3333,0.476507
0.128,0.8,0.3333,0.119528
0.364,0.2,0.8333,0.207661
0.204,0.2,0.3333,0.108065
0.72,0.4,0.5,0.37563
0.172,0.6,0.3333,0.136223
0.524,0.2,0.1667,0.249619
0.808,0.8,0.1667,0.419808
0.316,0.8,0.6667,0.224169
0.548,0.8,0.1667,0.306733
0.612,0.2,0.5,0.31396
0.408,0.2,0.6667,0.219855
0.6,0.2,0.1667,0.297747
0.18,0.8,0.3333,0.108382
0.636,0.4,0.3333,0.332491
0.968,0.4,0.8333,0.543261
0.952,0.8,0.6667,0.526648
0.16,0.2,0.5,0.100587
0.728,0.6,1.0,0.409503
0.968,0.4,0.6667,0.52618
0.268,0.2,1.0,0.202385
0.388,0.8,0.8333,0.258222
0.74,0.6,0.1667,0.377852
0.872,1.0,0.1667,0.449004
0.62,1.0,0.8333,0.380551
0.272,0.6,0.3333,0.169996
0.788,1.0,0.8333,0.456795
0.26,0.8,0.8333,0.19811
0.88,0.8,0.5,0.502386
0.524,0.2,0.5,0.276907
0.568,0.2,0.3333,0.305767
0.668,1.0,0.8333,0.373395
0.152,0.2,0.3333,0.088159
0.348,0.8,0.6667,0.228462
0.992,0.8,0.3333,0.533161
0.212,1.0,1.0,0.195315
0.412,0.8,0.1667,0.246416
0.456,0.6,0.1667,0.246514
0.248,0.6,0.8333,0.157326
0.328,0.8,0.3333,0.180932
0.704,0.6,0.1667,0.349768
0.496,0.2,1.0,0.297515
0.432,0.2,0.8333,0.274023
0.892,0.2,1.0,0.472284
0.236,0.8,0.1667,0.125896
0.732,0.4,0.5,0.422251
0.248,0.6,0.8333,0.175183
0.972,0.4,0.6667,0.501317
0.88,0.2,1.0,0.488325
0.396,1.0,0.6667,0.245172
0.504,0.6,1.0,0.328203
0.24,0.6,0.1667,0.150151
0.392,0.6,0.3333,0.245121
0.536,0.4,0.3333,0.304516
0.192,0.4,0.5,0.105136
0.172,0.4,0.6667,0.134128
0.136,1.0,0.5,0.090567
0.268,0.6,0.1667,0.155251
0.756,0.8,1.0,0.430067
0.868,0.6,0.3333,0.439868
0.228,1.0,0.6667,0.190768
0.896,0.2,0.5,0.452989
0.188,0.6,0.8333,0.156337
0.608,0.2,0.3333,0.319999
0.304,1.0,0.6667,0.196725
0.908,0.6,0.1667,0.497339
0.644,0.8,0.1667,0.341769
0.26,0.6,0.6667,0.174011
0.988,0.6,1.0,0.558433
0.968,0.2,0.6667,0.53793
0.66,0.2,0.3333,0.335005
0.244,1.0,0.3333,0.146104
0.52,0.8,0.3333,0.319088
0.5,0.4,1.0,0.296081
0.236,0.4,0.5,0.127467
0.212,0.8,0.5,0.157307
0.956,0.6,0.1667,0.512324
0.576,1.0,0.8333,0.35028
0.824,0.2,0.6667,0.459758
0.872,0.8,0.6667,0.507262
0.736,0.8,0.8333,0.40524
0.94,0.4,0.1667,0.466731
0.556,0.4,0.3333,0.309559
0.492,0.2,0.5,0.294013
0.776,0.4,0.3333,0.420963
0.284,1.0,1.0,0.214625
0.208,0.4,0.1667,0.1432
0.26,1.0,0.5,0.200204
0.2,0.2,1.0,0.134381
0.272,1.0,0.5,0.197919
0.192,0.6,0.1667,0.141754
0.648,0.6,1.0,0.389535
0.46,1.0,1.0,0.31211
0.932,0.4,0.1667,0.506004
0.72,0.6,0.1667,0.395376
0.184,0.8,0.1667,0.121143
0.98,0.6,0.1667,0.531381
0.944,0.4,1.0,0.545409
0.808,0.2,1.0,0.462678
0.348,1.0,0.6667,0.248386
0.676,0.2,0.5,0.381542
0.648,0.2,1.0,0.384734
0.276,1.0,0.1667,0.154798
0.188,0.4,0.6667,0.152715
0.328,0.8,0.8333,0.229012
0.708,1.0,0.8333,0.395601
0.224,0.2,0.5,0.153565
0.588,0.8,0.8333,0.350731
0.556,1.0,0.6667,0.310997
0.66,0.8,1.0,0.411122
0.432,0.4,0.6667,0.272424
0.684,1.0,0.6667,0.403825
0.644,0.4,0.1667,0.352154
0.872,0.2,1.0,0.477073
0.94,0.6,0.1667,0.483172
0.968,1.0,1.0,0.537215
0.744,0.2,0.5,0.375339
0.424,0.6,0.8333,0.279935
0.272,0.8,0.1667,0.152064
0.94,1.0,1.0,0.532254
0.688,0.8,1.0,0.402956
0.452,0.8,0.8333,0.264624
0.348,0.4,0.1667,0.170579
0.468,0.2,0.6667,0.249558
0.896,0.6,0.6667,0.479892
0.288,0.2,0.5,0.164682
0.34,0.4,1.0,0.200791
0.864,0.6,0.6667,0.50175
0.18,0.6,0.1667,0.116666
0.252,1.0,0.5,0.164947
0.636,0.2,0.6667,0.347681
0.848,0.4,0.6667,0.458256
0.384,0.4,0.3333,0.233804
0.764,0.6,0.3333,0.423749
0.676,1.0,1.0,0.390937
0.996,0.6,0.8333,0.563584
0.444,0.2,0.8333,0.240074
0.956,0.4,1.0,0.532391
0.792,0.6,0.1667,0.404931
0.624,1.0,0.6667,0.391356
0.356,0.4,0.8333,0.248405
0.388,0.8,1.0,0.256801
0.848,0.4,0.1667,0.455069
0.236,0.2,0.5,0.170212
0.564,0.6,0.1667,0.303478
0.776,0.6,0.5,0.408265
0.404,0.4,0.5,0.229724
0.4,0.8,0.6667,0.235682
0.492,0.2,1.0,0.300961
0.884,0.2,0.5,0.456435
0.156,1.0,0.6667,0.122039
0.568,0.6,0.8333,0.351083
0.752,0.2,0.8333,0.443329
0.668,1.0,0.3333,0.39142
0.172,0.4,1.0,0.150455
0.652,0.2,0.3333,0.362697
0.372,0.8,0.1667,0.212237
0.148,0.2,0.8333,0.116843
0.152,0.8,0.5,0.125069
0.972,1.0,0.1667,0.520801
0.396,0.6,0.6667,0.221011
0.688,1.0,0.8333,0.410216
0.66,0.8,0.3333,0.376897
0.944,0.8,0.6667,0.499962
0.696,0.8,1.0,0.417851
0.26,0.8,0.6667,0.197083
0.752,0.8,0.5,0.408166
0.216,0.2,0.1667,0.127867
0.444,1.0,1.0,0.292758
0.672,0.4,0.5,0.384683
0.224,0.2,1.0,0.178293
0.764,0.4,0.6667,0.431552
0.64,0.4,0.8333,0.347178
0.844,0.4,1.0,0.456373
0.988,0.6,0.6667,0.552828
0.584,0.8,0.3333,0.32804
0.62,0.2,0.1667,0.30212
0.192,1.0,0.8333,0.170362
0.296,1.0,0.5,0.19081
0.308,0.2,0.6667,0.195874
0.532,0.6,1.0,0.347905
0.468,0.8,1.0,0.282193
0.512,1.0,0.6667,0.30782
0.364,1.0,0.1667,0.230109
0.336,0.6,1.0,0.231258
0.684,0.2,0.6667,0.370196
0.776,1.0,0.5,0.456265
0.564,0.8,0.6667,0.343952
0.536,0.6,0.5,0.313059
0.392,0.8,0.6667,0.251964
0.72,0.6,0.1667,0.400649
0.704,1.0,0.6667,0.383081
1.0,0.4,0.1667,0.532948
0.588,1.0,0.1667,0.321493
0.508,0.4,0.5,0.271698
0.356,1.0,0.3333,0.212264
0.936,1.0,0.1667,0.512194
0.164,0.8,0.6667,0.116489
0.836,1.0,0.1667,0.47354
0.188,0.2,0.6667,0.110318
0.436,1.0,0.3333,0.27664
0.756,0.2,0.6667,0.407766
0.34,0.8,0.5,0.206747
0.752,0.6,0.6667,0.413697
0.232,1.0,1.0,0.166251
0.564,0.2,0.1667,0.308018
0.484,0.6,0.1667,0.284067
0.728,0.4,0.3333,0.388383
0.988,0.8,1.0,0.556779
0.508,0.2,0.3333,0.255933
0.172,0.6,0.8333,0.153214
0.976,0.2,0.3333,0.529095
0.524,0.2,0.1667,0.264348
0.316,0.4,0.5,0.198834
0.904,1.0,0.1667,0.478509
0.42,0.4,0.8333,0.262179
0.8,0.4,0.5,0.457289
0.604,0.8,0.6667,0.335838
0.636,0.4,0.6667,0.38153
0.416,0.2,0.6667,0.239047
0.616,1.0,0.8333,0.353386
0.792,0.2,0.1667,0.419932
0.624,0.2,1.0,0.339545
0.464,0.4,0.6667,0.25724
0.412,0.8,0.1667,0.232373
0.724,1.0,0.3333,0.378637
0.5,0.4,1.0,0.315991
0.656,0.4,0.1667,0.350055
0.82,0.8,0.8333,0.4681
0.7,0.2,1.0,0.420594
0.448,0.2,0.3333,0.23458
0.744,0.2,1.0,0.436978
0.384,0.4,0.3333,0.220387
0.484,0.6,0.3333,0.291068
0.348,1.0,0.8333,0.230686
0.524,0.6,0.6667,0.317157
0.86,0.2,0.3333,0.461882
0.208,0.4,0.1667,0.124808
0.244,1.0,1.0,0.186734
0.228,0.2,1.0,0.172339
0.344,0.4,0.3333,0.21287
0.94,1.0,0.5,0.518393
0.84,1.0,0.3333,0.475427
0.436,0.6,0.5,0.243987
0.696,0.8,0.6667,0.389181
0.4,0.6,1.0,0.284437
0.932,0.6,0.5,0.523285
0.864,1.0,0.6667,0.502723
0.272,0.8,0.5,0.153571
0.696,1.0,0.6667,0.422258
0.524,0.2,0.3333,0.281052
0.532,0.2,0.8333,0.323603
0.38,0.8,0.1667,0.219662
0.484,0.6,0.6667,0.273465
0.236,1.0,0.8333,0.193403
0.188,1.0,0.6667,0.136359
0.94,0.4,1.0,0.520484
0.156,0.6,0.1667,0.111658
0.856,1.0,1.0,0.486763
0.676,1.0,0.3333,0.355851
0.284,0.6,0.5,0.173454
0.74,1.0,0.5,0.435516
0.78,0.6,1.0,0.451817
0.4,1.0,0.8333,0.273147
0.268,0.2,0.6667,0.178032
0.3,0.8,0.3333,0.197828
0.844,0.8,1.0,0.478097
0.764,0.2,0.5,0.412973
0.628,0.8,0.8333,0.390439
0.888,0.8,0.6667,0.502042
0.728,0.2,0.3333,0.397289
0.672,0.8,0.6667,0.409338
0.152,0.6,0.5,0.093659
0.18,1.0,0.8333,0.136176
0.928,1.0,0.5,0.50477
0.272,0.4,0.3333,0.156894
0.408,1.0,0.1667,0.236759
0.788,0.2,0.5,0.415526
0.428,1.0,0.6667,0.27146
0.58,0.6,0.6667,0.336911
0.188,0.4,1.0,0.147313
0.84,0.2,0.3333,0.432152
0.272,1.0,0.8333,0.204336
0.62,0.6,0.1667,0.357013
0.848,0.2,0.3333,0.456209
0.576,1.0,1.0,0.367615
0.9,1.0,0.5,0.520634
0.932,0.4,0.5,0.475139
0.124,0.6,0.8333,0.131059
0.276,0.2,0.8333,0.157244
0.66,0.6,0.8333,0.405086
0.312,0.6,0.8333,0.221238
0.24,0.2,0.8333,0.137916
