tamanho,banheiros,quartos,preco
0.652,0.8,0.3333,0.343563
0.424,1.0,0.1667,0.234238
0.884,1.0,0.8333,0.493314
0.248,0.6,0.1667,0.141698
0.612,0.8,1.0,0.365743
0.684,1.0,0.1667,0.398195
0.968,0.2,0.1667,0.506521
0.972,0.8,0.6667,0.545991
0.912,0.4,0.8333,0.501948
0.928,0.4,0.5,0.504821
0.78,0.6,0.1667,0.431563
0.372,1.0,0.8333,0.248065
0.488,0.6,0.8333,0.292927
0.196,0.8,1.0,0.160292
0.744,0.6,0.1667,0.386998
0.308,1.0,0.5,0.179459
0.316,0.8,0.5,0.199113
0.464,0.8,0.3333,0.258813
0.212,0.8,0.1667,0.148992
0.928,1.0,0.6667,0.543791
0.936,0.8,0.3333,0.519208
0.872,0.6,0.6667,0.49787
0.856,0.8,0.6667,0.501378
0.5,0.4,0.8333,0.31935
0.304,0.6,0.1667,0.151158
0.752,0.6,0.3333,0.410525
0.54,0.2,1.0,0.312
0.144,0.6,0.8333,0.127701
0.628,0.6,0.1667,0.325802
0.172,0.4,0.5,0.116199
0.712,0.4,1.0,0.432583
0.704,1.0,0.5,0.415452
0.684,0.2,0.5,0.391051
0.708,0.8,0.5,0.396959
0.352,0.8,0.5,0.194671
0.852,0.8,0.1667,0.447884
0.228,0.6,0.5,0.169535
0.188,0.6,0.6667,0.150461
0.548,0.2,0.5,0.285322
0.776,0.2,0.1667,0.378884
0.52,0.8,0.5,0.280469
0.808,0.2,0.5,0.423156
1.0,0.4,0.3333,0.51521
0.708,0.8,0.8333,0.423366
0.832,1.0,0.8333,0.456948
0.268,0.4,0.3333,0.151195
0.468,0.6,1.0,0.301292
0.16,0.6,0.5,0.12257
0.136,1.0,0.5,0.13216
0.2,0.8,1.0,0.181063
0.98,1.0,0.8333,0.548736
0.272,0.8,0.3333,0.170904
0.204,0.6,1.0,0.177478
0.192,0.6,1.0,0.135458
0.492,0.4,0.8333,0.314033
0.564,0.2,0.5,0.30231
0.212,1.0,1.0,0.188817
0.296,0.8,0.1667,0.152987
0.572,0.6,0.1667,0.305383
0.96,0.2,0.3333,0.521181
0.952,0.6,0.8333,0.531181
0.236,0.4,0.3333,0.16797
0.576,0.6,1.0,0.363625
0.244,0.2,0.3333,0.154959
0.812,0.2,0.8333,0.453217
0.54,0.8,1.0,0.354706
0.94,0.6,0.3333,0.493557
0.18,0.6,1.0,0.162324
0.604,0.2,0.6667,0.327684
0.148,0.4,0.8333,0.126036
0.58,0.4,0.5,0.298225
0.164,0.6,0.5,0.09605
0.288,0.2,1.0,0.187961
0.352,0.6,0.8333,0.222046
0.3,0.8,1.0,0.202044
0.212,0.8,0.3333,0.164516
0.976,0.4,1.0,0.561724
0.168,0.4,1.0,0.135698
0.7,0.8,0.6667,0.375876
0.456,0.6,0.6667,0.257049
0.96,0.4,0.3333,0.483036
0.408,0.6,0.6667,0.256783
0.424,1.0,0.5,0.24704
0.596,1.0,0.3333,0.341835
0.192,0.6,0.5,0.13254
0.256,0.6,1.0,0.195704
0.928,0.6,0.6667,0.492046
0.264,0.8,0.6667,0.172557
0.156,0.2,0.3333,0.105352
0.996,0.6,0.1667,0.51586
0.828,0.4,0.3333,0.420374
0.3,0.4,1.0,0.180732
0.428,0.2,0.1667,0.243203
0.12,0.6,0.6667,0.09873
0.132,0.2,0.1667,0.100026
0.172,0.6,1.0,0.144511
0.904,0.4,0.3333,0.456198
0.612,0.2,0.3333,0.338111
0.136,0.6,0.8333,0.121122
0.404,0.6,0.8333,0.241538
0.156,0.4,1.0,0.115026
0.804,0.6,0.5,0.419438
0.924,0.2,0.3333,0.48277
0.86,1.0,0.3333,0.475894
0.392,1.0,0.1667,0.224779
0.756,0.6,0.8333,0.418336
0.916,0.6,0.3333,0.491477
0.616,0.4,0.6667,0.327161
0.612,0.2,0.6667,0.331591
0.308,0.2,0.6667,0.20056
0.764,0.2,0.1667,0.38741
0.972,0.8,0.6667,0.524797
0.332,0.2,0.3333,0.182358
0.988,0.2,0.1667,0.512428
0.136,0.4,0.5,0.114264
0.684,0.6,0.8333,0.37898
0.396,0.2,0.8333,0.255796
0.336,0.2,0.3333,0.171999
0.452,1.0,0.8333,0.273181
0.632,0.6,0.1667,0.325715
0.364,0.4,0.8333,0.241271
0.456,0.4,0.1667,0.26368
0.332,0.2,0.5,0.172445
0.32,0.2,0.3333,0.193913
0.64,0.8,0.3333,0.344571
0.152,1.0,1.0,0.136186
0.44,0.2,0.6667,0.257136
0.172,0.4,0.6667,0.117059
0.908,0.6,0.6667,0.475223
0.124,0.4,1.0,0.108222
0.716,0.2,0.3333,0.391311
0.948,0.4,1.0,0.531651
0.836,1.0,1.0,0.47139
0.812,0.4,0.8333,0.46073
0.156,0.2,1.0,0.116754
0.928,1.0,0.3333,0.527443
0.28,0.6,0.3333,0.164655
0.9,0.2,0.5,0.493688
0.88,0.4,0.3333,0.487239
0.224,0.6,0.5,0.135841
0.404,0.6,0.6667,0.250505
0.284,1.0,0.3333,0.192213
0.248,0.8,0.3333,0.178233
0.512,0.6,1.0,0.299479
0.22,1.0,0.1667,0.135973
0.132,0.4,0.8333,0.103081
0.724,0.6,0.5,0.377151
0.748,0.4,0.1667,0.382802
0.196,1.0,0.6667,0.144357
0.156,0.4,0.8333,0.148216
0.216,0.8,1.0,0.174809
0.604,0.4,0.5,0.331663
0.296,0.6,0.6667,0.2138
0.48,0.8,0.8333,0.300434
0.82,0.6,1.0,0.484117
0.788,0.6,1.0,0.467905
0.72,0.6,1.0,0.420784
0.552,0.4,1.0,0.307698
0.228,0.8,0.5,0.136749
0.54,1.0,0.3333,0.323546
0.64,0.6,0.8333,0.389395
0.296,0.6,0.6667,0.185384
0.176,0.6,0.1667,0.119506
0.86,0.8,0.1667,0.44587
0.276,0.4,0.1667,0.170382
0.428,0.4,0.1667,0.223003
0.728,1.0,0.8333,0.428608
0.42,0.4,0.3333,0.253896
0.944,0.4,0.5,0.488887
0.452,0.4,0.1667,0.26165
0.692,0.4,0.6667,0.386838
0.668,0.6,0.5,0.362361
0.604,1.0,0.1667,0.358953
0.576,0.8,0.5,0.317922
0.288,0.4,0.6667,0.165471
0.184,0.6,0.5,0.146765
0.8,0.8,0.8333,0.446706
0.712,0.2,0.6667,0.411845
0.668,0.8,0.6667,0.403573
0.232,0.8,1.0,0.169383
0.472,1.0,1.0,0.305856
0.824,0.8,0.5,0.472956
0.836,0.2,0.1667,0.4105
0.736,0.8,1.0,0.411834
0.148,1.0,0.6667,0.147174
0.892,0.2,0.5,0.464118
0.868,0.2,0.5,0.43884
0.124,1.0,0.3333,0.09601
1.0,0.4,1.0,0.569331
0.968,0.8,0.5,0.531801
0.528,0.6,0.6667,0.312396
0.212,0.2,0.6667,0.161973
0.976,0.2,0.1667,0.487426
0.528,0.2,0.3333,0.308652
0.984,0.8,0.3333,0.541969
0.432,0.8,0.3333,0.231045
0.548,0.4,0.1667,0.272092
0.88,0.2,0.3333,0.462967
0.764,0.8,0.3333,0.409276
0.832,0.4,0.6667,0.46627
0.652,1.0,0.8333,0.38316
0.308,1.0,0.5,0.186172
0.272,0.8,0.6667,0.173766
0.444,0.6,0.1667,0.247341
0.18,0.2,0.5,0.095386
0.364,0.2,0.8333,0.206113
0.424,0.4,0.5,0.267779
0.492,0.4,0.8333,0.315976
0.544,0.6,1.0,0.319481
0.912,0.2,0.1667,0.485586
0.956,0.8,0.6667,0.545433
0.688,1.0,0.6667,0.390177
0.172,0.4,0.8333,0.127903
0.656,0.2,0.3333,0.371275
1.0,1.0,0.1667,0.531419
0.484,1.0,0.1667,0.288885
0.212,0.6,0.6667,0.144547
0.468,0.6,0.8333,0.282986
0.828,1.0,0.8333,0.48488
0.492,0.2,0.6667,0.28817
0.888,1.0,0.3333,0.486868
0.588,1.0,0.8333,0.366559
0.792,0.6,0.1667,0.418349
0.58,0.6,0.5,0.331597
0.5,0.2,0.8333,0.275973
0.152,0.2,0.1667,0.094281
0.248,0.4,0.8333,0.166038
0.92,0.4,1.0,0.529347
0.568,1.0,0.3333,0.29915
0.292,1.0,0.3333,0.190934
0.528,0.6,0.8333,0.314661
0.872,0.6,0.8333,0.464691
0.196,1.0,0.3333,0.123566
0.44,0.4,0.5,0.243973
0.204,0.6,0.5,0.12074
0.188,0.4,0.6667,0.128568
0.524,0.4,0.6667,0.289121
0.168,0.4,0.6667,0.129006
0.164,0.4,0.3333,0.13082
0.368,0.6,0.1667,0.195827
0.68,0.2,0.6667,0.394273
0.812,0.6,0.6667,0.437551
0.716,0.4,0.8333,0.413087
0.212,0.8,0.8333,0.150373
0.488,0.6,1.0,0.311429
0.256,0.8,0.1667,0.130576
0.656,0.4,0.6667,0.378059
0.736,1.0,0.8333,0.425841
0.18,1.0,0.3333,0.133026
0.852,0.4,0.5,0.442672
0.424,0.8,0.5,0.27237
1.0,0.6,0.3333,0.515728
0.796,0.2,0.8333,0.453313
0.36,0.4,0.8333,0.227411
0.34,0.6,1.0,0.22666
0.68,0.4,0.3333,0.373632
0.884,1.0,0.3333,0.464562
0.148,0.2,0.8333,0.105798
0.424,1.0,0.5,0.262053
0.752,0.4,0.3333,0.390663
0.56,0.4,0.1667,0.311531
0.344,1.0,0.1667,0.196766
0.5,0.6,1.0,0.285172
0.344,1.0,0.6667,0.209926
0.148,0.8,0.8333,0.131345
0.456,0.6,1.0,0.310953
0.472,0.8,0.1667,0.271537
0.724,0.8,0.8333,0.395073
0.232,0.2,0.8333,0.138375
0.44,0.6,0.5,0.271172
0.724,0.8,0.3333,0.392149
0.456,1.0,0.3333,0.277147
0.836,0.6,1.0,0.473384
0.332,0.6,0.3333,0.198581
0.856,0.2,1.0,0.473905
0.808,0.4,0.5,0.444176
0.396,1.0,0.5,0.257481
0.716,0.4,0.1667,0.354545
0.808,0.2,0.1667,0.437986
0.988,0.4,0.8333,0.516983
0.84,0.2,0.5,0.428267
0.416,0.2,0.3333,0.237382
0.68,0.6,1.0,0.391414
0.348,0.2,1.0,0.246901
0.716,0.6,0.8333,0.393823
0.92,0.2,1.0,0.525604
0.388,0.6,0.6667,0.250644
0.26,1.0,0.8333,0.16875
0.264,1.0,1.0,0.217024
0.668,0.4,0.5,0.355343
0.992,0.2,0.1667,0.501079
0.932,0.8,0.3333,0.490835
0.412,0.6,1.0,0.255644
0.54,0.4,0.5,0.286355
0.752,1.0,0.1667,0.429243
0.34,1.0,1.0,0.223494
0.312,0.8,0.5,0.206101
0.752,0.4,0.1667,0.402685
0.724,1.0,0.8333,0.42005
0.42,1.0,0.5,0.242879
0.36,1.0,0.8333,0.218931
0.564,0.8,0.6667,0.355216
0.804,0.6,0.1667,0.404089
0.9,0.8,0.5,0.484938
0.908,0.4,0.5,0.486386
0.78,1.0,0.3333,0.450031
0.212,0.2,0.8333,0.167368
0.244,1.0,0.6667,0.18288
0.18,0.6,0.8333,0.151866
0.648,1.0,0.1667,0.331749
0.656,0.4,0.6667,0.3854
0.308,1.0,0.5,0.178845
0.32,0.2,0.6667,0.194975
0.74,0.6,0.5,0.405212
0.128,0.8,0.3333,0.079581
0.98,0.4,1.0,0.538796
0.956,0.8,0.1667,0.49998
0.948,0.8,0.5,0.50742
0.912,0.6,0.3333,0.481343
0.364,0.6,1.0,0.245344
0.94,0.6,0.6667,0.519388
0.356,0.8,1.0,0.227305
0.2,1.0,0.5,0.171978
0.164,0.2,0.1667,0.099776
0.672,0.6,0.6667,0.403667
0.468,0.6,0.3333,0.278151
0.224,0.4,0.6667,0.16504
0.964,1.0,0.3333,0.545492
0.668,1.0,0.8333,0.387885
0.892,0.6,0.8333,0.514054
0.232,0.8,0.6667,0.149475
0.336,0.2,0.5,0.20186
0.944,0.2,0.6667,0.505585
0.696,1.0,0.1667,0.392273
0.124,0.2,0.3333,0.078142
0.476,1.0,0.8333,0.318181
0.444,1.0,0.1667,0.237037
0.704,1.0,0.6667,0.419896
0.96,0.8,1.0,0.569487
0.464,1.0,0.1667,0.276307
0.392,0.2,0.1667,0.191251
0.792,0.4,0.8333,0.468139
0.6,0.6,0.3333,0.322688
0.856,0.4,0.6667,0.467064
0.848,1.0,0.5,0.454964
0.248,0.4,1.0,0.171404
0.768,0.2,0.6667,0.413862
0.932,0.4,0.8333,0.488712
0.288,0.4,1.0,0.193451
0.648,0.8,1.0,0.369381
0.564,0.6,1.0,0.359731
0.956,0.4,1.0,0.557546
0.724,0.2,0.1667,0.367308
0.912,0.4,0.5,0.499604
0.292,0.2,0.3333,0.158427
0.172,0.4,0.5,0.101697
0.256,0.8,0.8333,0.207816
0.776,0.8,0.1667,0.424658
0.248,0.8,0.8333,0.160524
0.472,1.0,0.8333,0.315898
0.924,0.2,0.8333,0.529303
0.632,0.8,0.5,0.367748
0.932,1.0,0.8333,0.50673
0.46,0.6,0.6667,0.271854
0.856,0.6,0.1667,0.45002
0.848,0.6,0.5,0.456711
0.236,0.4,0.6667,0.17185
0.844,0.2,0.6667,0.459166
0.456,0.6,0.8333,0.265126
0.376,0.2,1.0,0.234219
0.512,0.6,0.6667,0.31509
0.724,0.6,0.5,0.386342
0.22,0.8,0.3333,0.127012
0.668,0.6,1.0,0.387176
0.792,0.6,0.8333,0.450088
0.18,0.4,0.8333,0.119346
0.892,0.4,1.0,0.492815
0.196,0.2,0.8333,0.120997
0.584,0.2,0.1667,0.283067
0.94,1.0,0.5,0.519602
0.824,0.6,1.0,0.477628
0.844,0.2,0.8333,0.483179
0.328,0.4,0.8333,0.205025
0.476,0.4,0.3333,0.247455
0.612,0.4,0.8333,0.359003
0.86,0.6,0.3333,0.465038
0.296,0.8,0.3333,0.164452
0.156,0.2,0.5,0.083134
0.492,0.8,0.8333,0.300086
0.22,0.4,0.6667,0.147698
0.22,0.2,0.6667,0.165746
0.292,0.8,0.3333,0.156572
0.272,0.4,0.8333,0.207095
0.676,0.6,0.3333,0.372142
0.908,1.0,0.3333,0.504155
0.672,0.8,0.5,0.373226
0.18,0.4,0.1667,0.117413
0.18,0.8,0.8333,0.126533
0.412,0.4,0.3333,0.250018
0.632,0.8,0.8333,0.388462
0.268,0.8,0.3333,0.154321
0.336,0.4,0.3333,0.184086
0.16,0.2,1.0,0.141161
0.84,0.6,0.6667,0.481616
0.976,0.8,0.6667,0.542813
0.164,0.8,1.0,0.126492
0.448,0.6,0.5,0.263317
0.468,0.6,0.6667,0.262084
0.364,0.8,1.0,0.226602
0.904,0.8,0.8333,0.516394
0.656,0.4,0.8333,0.396776
0.544,1.0,1.0,0.354633
0.284,1.0,0.8333,0.195501
0.38,0.6,0.1667,0.218809
0.78,0.6,1.0,0.451999
0.428,0.4,0.3333,0.228834
0.332,0.4,1.0,0.197776
0.812,0.8,0.6667,0.453108
0.908,0.4,0.1667,0.472552
0.524,0.6,1.0,0.329773
0.9,0.4,0.5,0.478403
0.928,1.0,1.0,0.551218
0.596,0.4,0.3333,0.305337
0.492,1.0,0.6667,0.276714
0.6,1.0,1.0,0.393406
0.252,0.8,0.8333,0.168621
0.488,1.0,0.8333,0.298303
0.744,0.8,0.1667,0.411091
0.992,0.2,1.0,0.566968
0.996,0.2,0.5,0.544476
0.4,0.8,0.3333,0.253098
0.772,1.0,1.0,0.458211
0.276,0.4,0.3333,0.164464
0.796,1.0,0.6667,0.453091
0.672,0.4,0.3333,0.374627
0.176,0.2,1.0,0.143604
0.212,0.2,0.8333,0.15514
0.884,0.6,0.5,0.495001
0.672,0.4,1.0,0.404263
0.868,0.8,0.8333,0.480314
0.532,0.8,0.6667,0.29173
0.408,0.4,0.5,0.235394
0.98,0.2,0.5,0.537932
0.512,0.4,0.6667,0.281977
0.488,1.0,0.6667,0.301864
0.244,0.6,0.8333,0.15106
0.308,1.0,0.1667,0.182145
0.14,1.0,0.5,0.097526
0.34,0.8,0.1667,0.185077
0.568,0.4,0.3333,0.330534
0.492,0.8,0.1667,0.287199
0.324,0.2,0.3333,0.158668
0.992,0.6,0.8333,0.547929
0.592,1.0,0.8333,0.34389
0.552,0.8,0.6667,0.3282
0.632,1.0,0.6667,0.390338
0.924,0.8,1.0,0.5403
0.584,1.0,0.6667,0.366024
0.964,1.0,0.5,0.530034
0.54,0.6,1.0,0.314279
0.468,0.8,0.3333,0.269527
0.98,1.0,0.8333,0.576405
0.708,1.0,0.6667,0.429972
0.684,0.4,1.0,0.413818
0.396,0.2,1.0,0.252168
0.876,0.8,0.8333,0.50135
0.18,0.6,0.1667,0.125468
0.864,1.0,1.0,0.492582
0.356,0.4,0.5,0.206015
0.224,1.0,1.0,0.164379
0.588,0.4,0.6667,0.319827
0.756,1.0,1.0,0.445306
0.636,1.0,0.6667,0.349988
0.384,0.4,0.1667,0.195069
0.636,0.2,0.1667,0.307726
0.372,0.2,1.0,0.254236
0.188,0.2,1.0,0.149268
0.544,0.6,0.1667,0.313051
0.688,1.0,0.5,0.36943
0.908,0.8,0.6667,0.525703
0.296,0.8,0.8333,0.222922
0.868,0.6,1.0,0.502775
0.504,0.6,0.8333,0.323497
0.92,0.8,1.0,0.502084
0.18,0.6,1.0,0.134671
0.66,0.6,0.1667,0.333126
0.44,1.0,0.5,0.27234
0.844,0.6,0.6667,0.474797
0.568,0.4,0.6667,0.316407
0.588,0.8,0.5,0.335454
0.736,0.8,0.5,0.41061
0.72,0.6,0.6667,0.386728
0.68,0.8,0.1667,0.369772
0.892,0.4,0.1667,0.456439
0.804,0.8,0.6667,0.475245
0.984,0.4,0.1667,0.511864
0.392,0.8,0.8333,0.22851
0.296,0.8,1.0,0.214893
0.348,0.8,0.8333,0.21834
0.644,0.2,0.3333,0.326327
0.172,0.2,0.3333,0.120454
0.188,0.4,0.3333,0.120679
0.912,0.2,0.1667,0.44809
0.728,0.4,0.1667,0.365606
0.176,0.2,0.1667,0.084046
0.468,0.8,1.0,0.275605
0.26,0.2,0.8333,0.165759
0.196,0.8,0.5,0.152113
0.568,0.2,0.1667,0.278021
0.436,0.4,0.6667,0.275915
0.396,0.2,0.1667,0.187231
0.46,0.2,0.1667,0.237614
0.792,0.2,0.5,0.420399
0.16,0.2,0.5,0.109174
0.584,1.0,1.0,0.382495
0.692,0.2,0.6667,0.401604
0.832,1.0,0.8333,0.489951
0.908,0.2,0.8333,0.488099
0.132,0.2,0.8333,0.113673
0.428,1.0,0.5,0.239696
0.144,0.4,0.6667,0.114173
0.88,0.4,1.0,0.516359
0.62,0.2,0.3333,0.320053
0.584,0.8,0.6667,0.339101
0.824,0.8,0.8333,0.484893
0.46,0.2,0.1667,0.223152
0.936,0.8,0.5,0.526882
0.9,0.8,0.3333,0.48459
0.156,0.2,0.8333,0.142758
0.76,0.2,1.0,0.442809
0.972,0.2,0.6667,0.521006
0.692,0.4,1.0,0.379043
0.668,0.2,0.5,0.354716
0.852,0.6,0.1667,0.44659
0.56,0.8,1.0,0.33872
0.948,0.8,1.0,0.525185
0.704,0.4,0.3333,0.378234
0.452,1.0,0.3333,0.290887
0.18,0.8,0.6667,0.128952
0.22,1.0,1.0,0.159784
0.416,1.0,0.3333,0.229692
0.528,0.6,0.3333,0.314572
0.484,0.2,0.1667,0.267692
0.78,1.0,1.0,0.458531
0.384,0.2,0.5,0.218696
0.152,0.6,0.5,0.095098
0.488,1.0,0.5,0.283392
0.74,1.0,0.1667,0.384425
0.996,1.0,1.0,0.560686
0.188,0.6,0.1667,0.099117
0.428,1.0,0.8333,0.286079
0.7,0.8,0.6667,0.402815
0.824,0.2,1.0,0.486903
0.38,0.2,0.6667,0.23205
0.348,1.0,0.1667,0.184279
0.28,0.4,1.0,0.183915
0.412,0.6,0.1667,0.233344
0.816,0.8,0.1667,0.42026
0.832,0.6,0.5,0.448102
0.212,0.2,0.1667,0.121573
0.236,0.2,0.3333,0.158537
0.604,0.2,0.8333,0.336298
0.816,0.4,0.1667,0.448939
0.72,0.4,1.0,0.4316
0.292,0.6,0.6667,0.187623
0.328,0.4,0.8333,0.200092
0.316,0.6,0.5,0.200968
0.568,0.8,1.0,0.360837
0.156,0.6,0.5,0.127223
0.72,0.4,0.5,0.386337
0.244,0.4,1.0,0.188779
0.604,0.8,1.0,0.347097
0.728,0.6,0.8333,0.43264
0.388,0.8,1.0,0.234477
0.184,0.4,0.8333,0.125906
0.996,0.2,0.6667,0.530597
0.312,0.4,0.6667,0.217002
0.352,0.4,0.6667,0.238495
0.148,0.2,0.8333,0.138523
0.192,0.8,1.0,0.165613
0.58,0.8,0.3333,0.341303
0.608,0.2,0.6667,0.319976
0.776,0.4,0.3333,0.394632
0.232,1.0,0.6667,0.15911
0.58,0.6,0.5,0.348035
0.136,0.2,0.6667,0.110739
0.424,0.4,0.6667,0.259623
0.624,0.8,0.6667,0.342769
0.848,0.4,0.1667,0.435038
0.224,0.4,1.0,0.169239
0.24,0.2,0.1667,0.153346
0.596,0.4,0.8333,0.348111
0.372,0.4,0.1667,0.201125
0.264,0.6,0.1667,0.146593
0.34,0.6,0.3333,0.222333
0.68,0.6,0.6667,0.386869
0.324,1.0,0.6667,0.235799
0.652,0.4,1.0,0.395625
0.636,1.0,0.5,0.36064
0.7,0.4,0.5,0.405073
0.6,0.8,0.8333,0.368266
0.544,0.2,0.5,0.313638
0.66,0.8,0.8333,0.397167
0.644,1.0,0.1667,0.365984
0.844,0.4,0.1667,0.431123
0.468,1.0,0.8333,0.298362
0.46,0.4,0.3333,0.235244
0.904,0.8,0.5,0.500841
0.912,1.0,0.1667,0.494281
0.3,0.8,0.1667,0.159305
0.416,0.6,0.3333,0.232224
0.824,1.0,0.3333,0.455535
0.164,0.2,0.3333,0.086313
0.456,0.6,0.3333,0.263777
0.68,0.2,0.1667,0.349965
0.64,0.2,0.3333,0.319743
0.488,0.6,0.1667,0.286422
0.68,1.0,0.6667,0.407466
0.292,0.6,0.6667,0.197914
0.344,0.6,1.0,0.220058
0.716,0.6,0.8333,0.387105
0.84,0.8,1.0,0.50207
0.136,0.8,1.0,0.140391
0.984,1.0,0.5,0.550049
0.344,0.8,0.6667,0.226209
0.356,0.2,0.1667,0.211907
0.376,0.6,0.3333,0.217983
0.904,0.6,1.0,0.529122
0.392,0.4,0.8333,0.247258
0.788,0.6,0.8333,0.443555
0.864,0.2,0.3333,0.439229
0.256,0.6,0.3333,0.169779
0.656,0.2,1.0,0.35521
0.996,0.4,0.6667,0.559644
0.684,0.4,0.1667,0.35068
0.784,1.0,0.8333,0.440848
0.536,0.6,0.8333,0.31663
0.228,0.6,0.5,0.135907
0.828,0.4,0.1667,0.448197
0.74,0.6,0.3333,0.393394
0.344,0.6,0.6667,0.212539
0.968,0.8,0.8333,0.534758
0.98,0.2,0.3333,0.498198
0.14,0.6,0.5,0.108363
0.168,0.4,0.8333,0.150189
0.728,0.2,1.0,0.423444
0.148,0.4,0.1667,0.096525
0.152,0.8,0.3333,0.120842
0.724,0.4,0.3333,0.36615
0.684,0.8,0.1667,0.348579
0.544,0.2,0.6667,0.330527
0.648,0.8,1.0,0.396591
0.544,0.6,0.3333,0.302666
0.912,0.4,0.5,0.497428
0.124,0.2,0.8333,0.110445
0.448,0.2,1.0,0.278174
0.604,1.0,0.8333,0.36676
0.256,0.2,1.0,0.158833
0.952,0.6,0.8333,0.513536
0.496,1.0,0.5,0.312393
0.36,0.6,0.3333,0.198731
0.548,1.0,0.3333,0.296564
0.18,0.8,0.3333,0.117067
0.136,0.4,1.0,0.128924
0.444,0.8,0.6667,0.27574
0.576,0.8,0.3333,0.301106
0.272,0.2,0.6667,0.153485
0.516,0.2,0.5,0.29975
0.232,1.0,0.5,0.171991
0.872,0.6,1.0,0.48603
0.296,0.4,0.8333,0.172529
0.192,0.8,0.6667,0.137482
0.516,0.4,0.1667,0.294431
0.724,0.2,0.6667,0.387055
0.14,1.0,0.6667,0.132169
0.128,0.8,0.8333,0.129189
0.436,1.0,1.0,0.303952
0.704,0.6,0.6667,0.409854
0.808,0.8,0.5,0.463671
0.36,0.6,1.0,0.24667
0.98,0.8,0.8333,0.564554
0.76,1.0,0.5,0.411388
0.588,0.6,0.6667,0.333371
0.672,0.6,0.5,0.350569
0.164,0.8,0.6667,0.121108
0.268,0.4,1.0,0.201592
0.704,0.4,0.8333,0.386742
0.72,0.6,1.0,0.424878
0.408,1.0,1.0,0.250497
0.936,0.8,0.3333,0.488835
0.52,0.2,1.0,0.301039
0.168,0.2,0.1667,0.11438
0.596,0.8,0.6667,0.364272
0.984,1.0,0.3333,0.550535
0.444,0.4,0.8333,0.271733
0.2,1.0,0.8333,0.144785
0.652,0.4,0.6667,0.378085
0.208,0.2,0.1667,0.109809
0.3,1.0,0.8333,0.231626
0.936,0.4,0.8333,0.523673
0.668,1.0,0.6667,0.365461
0.128,0.6,1.0,0.133356
0.932,1.0,0.1667,0.522955
0.464,0.8,0.1667,0.256614
0.508,0.2,0.3333,0.271707
0.236,0.2,0.3333,0.154973
0.868,0.2,0.6667,0.454268
0.968,0.4,0.6667,0.502143
0.852,1.0,0.1667,0.444263
0.844,0.2,0.1667,0.455859
1.0,0.2,0.8333,0.550044
0.764,0.6,1.0,0.419635
0.66,0.4,0.1667,0.357449
0.5,1.0,0.5,0.298216
0.212,0.8,1.0,0.152162
0.68,0.8,0.3333,0.396458
0.472,0.6,1.0,0.316862
0.324,0.8,0.6667,0.20993
0.124,0.2,0.5,0.068814
0.244,0.8,0.6667,0.176245
0.76,0.8,0.6667,0.430012
0.648,0.8,1.0,0.384592
0.852,0.6,0.5,0.455641
0.264,0.6,1.0,0.171745
0.12,0.4,1.0,0.101549
0.688,1.0,1.0,0.407899
0.796,0.2,0.6667,0.441738
0.908,0.2,1.0,0.498188
0.288,1.0,0.5,0.196376
0.188,0.2,0.1667,0.109705
0.652,0.6,0.3333,0.338336
0.384,0.8,1.0,0.270435
0.768,0.6,0.5,0.43163
0.492,0.6,0.8333,0.30608
0.804,0.4,0.3333,0.430449
0.732,0.2,1.0,0.395284
0.58,0.2,0.6667,0.327927
0.508,0.2,0.6667,0.305868
0.364,0.6,0.6667,0.24113
0.74,0.4,0.8333,0.416083
0.748,0.2,0.8333,0.427711
0.868,1.0,0.3333,0.496144
0.888,0.4,0.8333,0.511084
0.728,0.8,1.0,0.444047
0.524,0.2,0.8333,0.318407
0.904,0.6,0.3333,0.471162
0.748,0.4,0.1667,0.372005
0.24,0.4,0.5,0.175807
0.356,0.8,0.6667,0.217282
0.632,0.4,0.6667,0.338786
0.332,0.8,0.1667,0.200608
0.964,0.8,0.8333,0.534156
0.488,1.0,1.0,0.293681
0.936,0.8,0.5,0.518754
0.404,0.6,0.3333,0.243991
0.644,0.8,0.8333,0.388175
0.8,0.8,0.1667,0.42143
0.14,0.6,0.3333,0.076837
0.876,0.6,0.8333,0.472612
0.328,0.8,0.5,0.186767
0.852,0.4,1.0,0.504251
0.816,0.2,0.1667,0.431062
0.352,0.2,0.6667,0.216171
0.724,0.6,0.8333,0.405079
0.14,0.8,1.0,0.153858
0.128,0.2,0.5,0.101048
0.776,0.8,0.5,0.425359
0.612,0.6,0.1667,0.340865
0.66,0.2,0.3333,0.371817
0.396,0.4,0.8333,0.228167
0.196,0.4,0.5,0.120906
0.884,0.6,0.6667,0.488773
0.78,0.2,0.5,0.401862
0.396,0.2,0.6667,0.244308
0.672,0.6,0.3333,0.365392
0.332,0.8,0.1667,0.195409
0.288,0.4,1.0,0.202631
0.572,0.6,0.1667,0.303246
0.628,0.4,1.0,0.391585
0.848,0.4,0.8333,0.479156
0.992,0.8,0.1667,0.533648
0.992,0.4,0.5,0.506245
0.62,0.8,0.6667,0.34845
0.28,1.0,1.0,0.18922
1.0,0.4,1.0,0.541343
0.836,0.8,0.5,0.440036
0.196,0.8,0.3333,0.115008
0.368,0.8,0.6667,0.227343
0.4,1.0,0.8333,0.260862
0.324,0.2,1.0,0.204916
0.58,0.8,0.3333,0.343671
